order_id,product_id,quantity,unit_price
38,6,3,7.37
38,31,3,19.39
38,36,3,20.43
39,22,3,16.97
39,18,2,21.82
39,7,2,7.85
39,36,1,20.43
40,14,3,5.75
41,18,2,21.82
42,35,2,21.94
43,9,3,18.36
44,23,1,6.59
44,1,1,19.31
44,12,2,21.64
45,12,2,21.64
45,9,2,18.36
45,16,3,15.7
45,24,3,24.77
46,34,2,14.21
46,32,3,19.43
46,33,1,11.79
47,27,1,8.89
47,25,1,18.06
47,5,2,14.12
47,11,3,5.04
48,36,2,20.43
48,30,3,6.14
48,40,3,18.0
49,14,2,5.75
49,28,2,22.28
50,33,2,11.79
51,19,1,9.12
51,1,1,19.31
51,6,1,7.37
51,27,1,8.89
52,37,3,4.4
53,7,3,7.85
53,17,1,17.55
53,8,2,20.81
53,17,3,17.55
54,4,1,3.66
54,32,1,19.43
54,33,2,11.79
54,22,3,16.97
55,8,3,20.81
56,13,1,20.76
56,33,1,11.79
56,35,1,21.94
57,36,3,20.43
58,25,2,18.06
58,19,3,9.12
58,2,2,6.07
59,30,2,6.14
60,27,1,8.89
60,14,1,5.75
60,20,2,11.14
61,38,2,24.91
62,27,3,8.89
62,3,2,4.91
62,30,3,6.14
62,22,3,16.97
63,21,2,18.44
64,14,1,5.75
64,31,2,19.39
64,17,1,17.55
65,7,3,7.85
65,32,2,19.43
66,1,2,19.31
67,24,2,24.77
67,12,1,21.64
67,10,3,6.42
68,39,2,24.36
69,28,1,22.28
69,10,2,6.42
69,35,3,21.94
69,30,1,6.14
70,25,3,18.06
70,17,3,17.55
70,36,3,20.43
70,13,1,20.76
71,39,3,24.36
72,5,2,14.12
72,5,1,14.12
73,1,3,19.31
73,15,3,15.14
74,11,3,5.04
74,36,3,20.43
75,20,3,11.14
75,17,2,17.55
75,14,1,5.75
75,40,2,18.0
76,13,1,20.76
76,10,1,6.42
77,15,3,15.14
78,4,1,3.66
78,37,3,4.4
79,7,3,7.85
79,21,2,18.44
79,11,1,5.04
80,23,2,6.59
80,21,3,18.44
81,28,1,22.28
81,9,1,18.36
81,31,3,19.39
81,15,1,15.14
82,12,2,21.64
83,36,2,20.43
83,15,1,15.14
84,12,1,21.64
84,34,2,14.21
84,6,3,7.37
84,8,2,20.81
85,7,1,7.85
85,27,1,8.89
86,16,3,15.7
86,12,1,21.64
86,4,1,3.66
86,17,1,17.55
87,27,1,8.89
88,10,3,6.42
88,21,1,18.44
89,33,3,11.79
89,38,3,24.91
90,35,2,21.94
91,6,2,7.37
92,15,1,15.14
92,27,1,8.89
92,26,2,21.08
93,1,3,19.31
93,29,1,17.42
93,35,1,21.94
93,28,1,22.28
94,5,2,14.12
94,2,3,6.07
94,26,2,21.08
95,31,2,19.39
95,24,1,24.77
95,15,3,15.14
96,21,2,18.44
96,21,2,18.44
96,27,1,8.89
96,35,2,21.94
97,17,3,17.55
98,5,2,14.12
98,29,1,17.42
98,23,1,6.59
99,21,3,18.44
99,4,2,3.66
100,29,2,17.42
100,30,3,6.14
100,28,1,22.28
100,22,1,16.97
101,11,1,5.04
102,2,3,6.07
102,34,1,14.21
102,28,3,22.28
102,29,1,17.42
103,14,3,5.75
103,4,2,3.66
104,39,3,24.36
105,33,2,11.79
105,38,3,24.91
105,16,2,15.7
106,36,1,20.43
106,35,1,21.94
107,31,3,19.39
107,30,2,6.14
107,36,3,20.43
108,18,2,21.82
108,34,3,14.21
109,32,2,19.43
110,32,3,19.43
110,8,1,20.81
111,25,2,18.06
111,37,3,4.4
111,33,1,11.79
111,7,1,7.85
112,27,3,8.89
112,29,3,17.42
113,26,1,21.08
113,31,3,19.39
113,2,2,6.07
114,21,3,18.44
114,15,1,15.14
114,4,3,3.66
115,17,2,17.55
115,13,1,20.76
115,26,3,21.08
116,19,2,9.12
116,33,1,11.79
116,9,2,18.36
116,18,3,21.82
117,36,1,20.43
117,11,1,5.04
117,22,1,16.97
117,13,1,20.76
118,40,3,18.0
118,26,3,21.08
118,21,2,18.44
119,38,2,24.91
120,9,2,18.36
120,36,2,20.43
120,18,1,21.82
121,37,1,4.4
122,21,1,18.44
122,32,3,19.43
123,39,1,24.36
123,13,3,20.76
123,7,3,7.85
123,26,1,21.08
124,30,3,6.14
124,2,3,6.07
124,2,2,6.07
124,8,2,20.81
125,37,3,4.4
125,23,3,6.59
125,5,3,14.12
126,32,3,19.43
126,6,1,7.37
127,23,1,6.59
127,18,3,21.82
127,14,1,5.75
127,17,1,17.55
128,1,2,19.31
128,38,3,24.91
129,35,3,21.94
129,26,1,21.08
130,3,3,4.91
130,29,2,17.42
130,21,3,18.44
131,37,3,4.4
131,19,3,9.12
132,9,2,18.36
132,22,2,16.97
132,32,1,19.43
132,23,2,6.59
133,23,3,6.59
133,29,3,17.42
133,18,2,21.82
134,7,3,7.85
135,12,1,21.64
136,13,2,20.76
137,6,1,7.37
137,2,3,6.07
137,23,2,6.59
137,11,2,5.04
138,19,3,9.12
139,29,1,17.42
139,6,2,7.37
140,24,3,24.77
140,34,3,14.21
140,37,3,4.4
141,4,2,3.66
142,17,3,17.55
143,34,2,14.21
143,19,3,9.12
144,28,1,22.28
144,24,3,24.77
145,23,1,6.59
145,26,3,21.08
145,15,1,15.14
146,5,1,14.12
146,14,2,5.75
147,4,1,3.66
147,27,2,8.89
147,13,1,20.76
147,34,3,14.21
148,14,2,5.75
149,37,2,4.4
149,5,3,14.12
149,33,1,11.79
149,40,3,18.0
150,40,1,18.0
150,25,1,18.06
150,17,3,17.55
150,23,3,6.59
151,33,2,11.79
151,3,1,4.91
151,40,3,18.0
151,31,3,19.39
152,8,3,20.81
152,10,1,6.42
152,10,3,6.42
152,6,1,7.37
153,23,3,6.59
153,28,2,22.28
153,16,1,15.7
153,26,1,21.08
154,26,3,21.08
155,35,1,21.94
155,13,1,20.76
156,24,3,24.77
156,2,1,6.07
157,39,3,24.36
157,23,2,6.59
158,7,1,7.85
158,26,2,21.08
158,30,1,6.14
159,1,3,19.31
159,27,3,8.89
160,7,3,7.85
160,16,2,15.7
160,14,2,5.75
161,4,1,3.66
161,8,2,20.81
162,2,2,6.07
162,22,3,16.97
162,24,3,24.77
162,25,1,18.06
163,40,2,18.0
163,2,1,6.07
163,2,3,6.07
163,29,3,17.42
164,4,1,3.66
165,2,1,6.07
165,7,2,7.85
165,27,2,8.89
165,34,1,14.21
166,21,3,18.44
166,24,3,24.77
167,39,3,24.36
167,3,3,4.91
167,24,2,24.77
167,19,2,9.12
168,16,2,15.7
168,22,2,16.97
169,29,2,17.42
169,5,1,14.12
170,9,2,18.36
170,24,3,24.77
170,28,3,22.28
171,22,1,16.97
171,15,3,15.14
171,17,3,17.55
171,14,1,5.75
172,33,1,11.79
173,38,3,24.91
174,20,3,11.14
174,30,3,6.14
175,13,3,20.76
176,37,3,4.4
176,21,2,18.44
176,16,1,15.7
176,27,3,8.89
177,28,1,22.28
178,16,2,15.7
178,12,3,21.64
178,27,1,8.89
179,27,1,8.89
179,16,3,15.7
179,6,1,7.37
180,15,2,15.14
180,23,2,6.59
180,31,1,19.39
180,36,1,20.43
181,16,1,15.7
181,38,1,24.91
182,31,1,19.39
183,37,2,4.4
184,1,3,19.31
184,26,3,21.08
185,23,1,6.59
185,38,1,24.91
185,25,1,18.06
185,27,2,8.89
186,19,1,9.12
186,26,3,21.08
186,12,3,21.64
187,25,1,18.06
187,38,2,24.91
187,5,2,14.12
188,4,2,3.66
188,36,3,20.43
188,13,3,20.76
189,5,2,14.12
189,1,1,19.31
189,30,2,6.14
189,12,2,21.64
190,26,2,21.08
190,22,2,16.97
190,26,2,21.08
191,30,3,6.14
191,22,3,16.97
192,33,3,11.79
192,22,1,16.97
192,4,2,3.66
193,20,3,11.14
193,31,2,19.39
194,3,3,4.91
194,5,3,14.12
194,18,3,21.82
194,36,2,20.43
195,15,1,15.14
196,10,3,6.42
197,23,2,6.59
198,16,2,15.7
198,13,2,20.76
199,13,2,20.76
199,27,1,8.89
200,40,3,18.0
201,13,2,20.76
201,34,2,14.21
201,25,1,18.06
201,19,2,9.12
202,20,1,11.14
203,6,3,7.37
203,24,1,24.77
204,33,1,11.79
204,35,3,21.94
205,3,3,4.91
205,25,2,18.06
205,21,2,18.44
205,4,1,3.66
206,12,3,21.64
207,25,3,18.06
207,15,2,15.14
207,30,3,6.14
208,12,3,21.64
208,9,3,18.36
209,10,1,6.42
209,20,1,11.14
209,16,2,15.7
210,23,3,6.59
210,9,2,18.36
211,20,2,11.14
211,21,2,18.44
212,1,2,19.31
213,11,2,5.04
213,36,3,20.43
213,13,2,20.76
213,4,2,3.66
214,11,1,5.04
215,26,3,21.08
215,39,3,24.36
215,1,1,19.31
215,12,3,21.64
216,11,3,5.04
217,4,1,3.66
217,3,2,4.91
217,26,2,21.08
218,34,3,14.21
218,30,3,6.14
219,34,3,14.21
219,27,1,8.89
220,16,3,15.7
220,31,2,19.39
220,10,3,6.42
221,17,1,17.55
222,13,1,20.76
222,18,1,21.82
223,31,3,19.39
224,16,2,15.7
224,33,2,11.79
224,13,2,20.76
225,21,3,18.44
225,2,3,6.07
225,38,3,24.91
225,8,2,20.81
226,3,2,4.91
226,8,2,20.81
226,31,2,19.39
226,12,2,21.64
227,26,1,21.08
228,12,2,21.64
228,36,1,20.43
228,29,2,17.42
228,11,1,5.04
229,34,3,14.21
230,37,2,4.4
231,28,3,22.28
232,3,3,4.91
232,33,3,11.79
233,23,2,6.59
233,5,1,14.12
234,26,2,21.08
234,7,1,7.85
234,40,2,18.0
235,36,3,20.43
236,23,1,6.59
236,6,3,7.37
237,22,1,16.97
238,26,3,21.08
238,26,2,21.08
239,9,2,18.36
239,39,1,24.36
239,25,1,18.06
239,21,2,18.44
240,7,1,7.85
240,38,1,24.91
240,5,3,14.12
240,1,1,19.31
241,10,3,6.42
241,29,3,17.42
241,15,3,15.14
242,34,2,14.21
242,26,1,21.08
243,15,2,15.14
243,31,3,19.39
243,29,3,17.42
244,16,1,15.7
245,19,3,9.12
245,7,3,7.85
245,9,3,18.36
246,5,2,14.12
247,18,2,21.82
248,21,2,18.44
248,19,1,9.12
249,37,3,4.4
249,6,3,7.37
250,30,2,6.14
250,13,2,20.76
250,1,1,19.31
250,20,1,11.14
251,20,2,11.14
251,31,1,19.39
252,7,1,7.85
252,32,3,19.43
252,30,3,6.14
253,39,2,24.36
254,20,1,11.14
254,1,2,19.31
254,17,1,17.55
254,25,2,18.06
255,15,3,15.14
255,19,3,9.12
256,7,1,7.85
257,2,1,6.07
257,37,3,4.4
257,30,2,6.14
258,29,2,17.42
258,34,2,14.21
259,22,3,16.97
259,4,2,3.66
259,13,2,20.76
259,26,3,21.08
260,32,2,19.43
261,1,2,19.31
261,25,2,18.06
261,18,2,21.82
262,5,1,14.12
263,9,1,18.36
263,8,2,20.81
263,37,2,4.4
264,14,1,5.75
265,36,2,20.43
265,20,3,11.14
265,33,1,11.79
266,32,2,19.43
266,29,3,17.42
266,24,3,24.77
266,2,3,6.07
267,16,1,15.7
268,19,2,9.12
268,30,3,6.14
268,36,3,20.43
268,25,3,18.06
269,9,1,18.36
270,35,1,21.94
271,17,1,17.55
271,1,2,19.31
271,32,3,19.43
271,35,2,21.94
272,10,1,6.42
272,22,1,16.97
272,34,3,14.21
272,35,3,21.94
273,9,1,18.36
273,38,1,24.91
273,28,2,22.28
273,30,2,6.14
274,10,3,6.42
274,21,3,18.44
275,17,3,17.55
275,3,3,4.91
275,27,2,8.89
276,14,2,5.75
277,29,3,17.42
277,6,3,7.37
277,34,2,14.21
278,6,2,7.37
279,37,1,4.4
279,21,1,18.44
279,38,1,24.91
280,17,3,17.55
280,39,3,24.36
280,30,2,6.14
281,29,3,17.42
281,1,2,19.31
281,33,3,11.79
281,25,2,18.06
282,17,1,17.55
282,36,3,20.43
282,35,3,21.94
283,25,3,18.06
284,34,1,14.21
285,40,2,18.0
286,11,3,5.04
287,32,1,19.43
287,9,1,18.36
287,25,3,18.06
288,2,2,6.07
289,9,2,18.36
289,16,3,15.7
289,9,2,18.36
289,35,1,21.94
290,10,2,6.42
290,23,1,6.59
291,21,2,18.44
292,20,3,11.14
292,15,3,15.14
292,6,2,7.37
293,14,1,5.75
293,19,1,9.12
293,27,1,8.89
293,1,2,19.31
294,18,3,21.82
294,34,2,14.21
294,35,2,21.94
295,37,2,4.4
296,13,1,20.76
296,10,1,6.42
297,2,2,6.07
297,38,2,24.91
297,34,2,14.21
298,14,2,5.75
298,36,1,20.43
298,23,2,6.59
298,33,1,11.79
299,37,1,4.4
300,8,3,20.81
300,37,1,4.4
300,39,3,24.36
300,26,1,21.08
301,29,3,17.42
301,38,1,24.91
301,17,2,17.55
301,11,2,5.04
302,14,1,5.75
302,16,2,15.7
303,17,2,17.55
304,3,2,4.91
304,33,3,11.79
304,13,2,20.76
305,10,3,6.42
306,12,1,21.64
306,8,1,20.81
306,18,2,21.82
306,23,2,6.59
307,32,1,19.43
307,34,2,14.21
307,35,2,21.94
308,19,1,9.12
308,28,2,22.28
309,13,1,20.76
309,15,2,15.14
310,18,1,21.82
311,6,1,7.37
311,34,2,14.21
311,37,3,4.4
311,39,1,24.36
312,19,1,9.12
313,10,2,6.42
313,26,1,21.08
313,11,2,5.04
314,11,1,5.04
315,19,3,9.12
315,31,1,19.39
316,39,1,24.36
316,30,3,6.14
316,26,1,21.08
316,29,3,17.42
317,3,2,4.91
317,10,2,6.42
317,34,2,14.21
318,5,3,14.12
318,24,1,24.77
318,5,1,14.12
318,21,3,18.44
319,23,2,6.59
319,1,3,19.31
319,37,1,4.4
320,24,2,24.77
320,17,3,17.55
320,12,3,21.64
321,27,3,8.89
322,32,2,19.43
322,7,2,7.85
322,12,2,21.64
323,31,3,19.39
323,11,3,5.04
323,13,1,20.76
324,29,1,17.42
324,27,3,8.89
324,2,3,6.07
325,27,3,8.89
325,18,2,21.82
326,12,2,21.64
326,24,2,24.77
326,24,3,24.77
327,32,2,19.43
328,10,1,6.42
328,22,1,16.97
328,8,1,20.81
328,38,1,24.91
329,25,2,18.06
329,18,3,21.82
330,32,1,19.43
331,37,1,4.4
331,4,1,3.66
331,38,3,24.91
331,19,2,9.12
332,22,1,16.97
333,36,1,20.43
333,2,3,6.07
334,3,1,4.91
334,40,1,18.0
334,7,2,7.85
335,19,2,9.12
335,7,2,7.85
335,12,3,21.64
336,2,1,6.07
336,1,1,19.31
336,26,2,21.08
337,31,3,19.39
338,26,3,21.08
338,12,2,21.64
338,39,3,24.36
338,36,3,20.43
339,27,3,8.89
340,28,1,22.28
340,12,3,21.64
341,19,3,9.12
341,24,3,24.77
341,4,3,3.66
342,5,2,14.12
343,31,3,19.39
343,12,1,21.64
343,26,2,21.08
344,4,2,3.66
344,24,1,24.77
344,4,1,3.66
344,37,1,4.4
345,36,3,20.43
346,3,2,4.91
346,26,1,21.08
346,23,1,6.59
347,28,1,22.28
348,35,1,21.94
348,23,1,6.59
348,33,2,11.79
349,29,3,17.42
349,37,1,4.4
349,21,1,18.44
349,39,1,24.36
350,31,3,19.39
350,22,2,16.97
350,29,3,17.42
350,20,3,11.14
351,29,2,17.42
351,17,2,17.55
352,8,3,20.81
353,20,3,11.14
353,26,3,21.08
353,11,3,5.04
354,18,1,21.82
355,25,2,18.06
355,33,1,11.79
355,28,1,22.28
355,2,2,6.07
356,1,1,19.31
356,7,2,7.85
356,27,3,8.89
357,20,3,11.14
357,14,3,5.75
357,15,1,15.14
358,4,3,3.66
358,25,3,18.06
358,40,2,18.0
358,13,3,20.76
359,15,3,15.14
359,8,2,20.81
359,12,3,21.64
360,24,3,24.77
360,17,2,17.55
361,7,2,7.85
362,20,3,11.14
363,1,3,19.31
363,39,1,24.36
363,23,3,6.59
363,4,3,3.66
364,14,3,5.75
364,12,2,21.64
364,11,2,5.04
365,5,1,14.12
365,12,2,21.64
366,27,3,8.89
366,28,3,22.28
366,5,3,14.12
367,9,3,18.36
367,1,1,19.31
367,17,3,17.55
368,40,3,18.0
368,39,2,24.36
368,16,3,15.7
369,29,2,17.42
369,34,1,14.21
369,14,3,5.75
370,15,2,15.14
370,22,1,16.97
371,20,3,11.14
371,1,1,19.31
372,34,3,14.21
372,28,3,22.28
373,39,2,24.36
374,2,1,6.07
375,33,3,11.79
375,9,3,18.36
376,17,3,17.55
376,39,1,24.36
377,30,3,6.14
377,39,3,24.36
378,2,3,6.07
378,8,2,20.81
379,29,2,17.42
379,2,3,6.07
380,14,2,5.75
380,36,3,20.43
381,10,3,6.42
381,26,3,21.08
381,39,1,24.36
381,39,1,24.36
382,12,1,21.64
382,26,3,21.08
383,40,1,18.0
383,28,3,22.28
383,13,2,20.76
384,31,1,19.39
385,28,3,22.28
386,11,3,5.04
387,4,3,3.66
387,6,1,7.37
387,37,2,4.4
387,40,1,18.0
388,36,3,20.43
388,7,1,7.85
388,36,2,20.43
389,13,1,20.76
389,2,1,6.07
390,13,1,20.76
390,9,3,18.36
390,7,3,7.85
391,37,2,4.4
392,16,2,15.7
392,36,2,20.43
392,23,1,6.59
392,2,3,6.07
393,37,2,4.4
393,25,2,18.06
393,9,3,18.36
393,28,3,22.28
394,14,2,5.75
394,16,1,15.7
394,8,1,20.81
395,36,2,20.43
395,18,1,21.82
395,22,3,16.97
396,34,1,14.21
397,35,2,21.94
397,27,3,8.89
398,36,3,20.43
399,21,3,18.44
399,20,3,11.14
399,20,2,11.14
400,23,2,6.59
400,2,3,6.07
401,5,3,14.12
401,31,1,19.39
402,5,2,14.12
402,12,1,21.64
402,28,1,22.28
402,13,2,20.76
403,39,2,24.36
403,3,2,4.91
403,5,2,14.12
404,6,3,7.37
404,23,2,6.59
404,22,3,16.97
405,17,3,17.55
406,5,2,14.12
406,17,3,17.55
406,8,1,20.81
406,9,3,18.36
407,22,1,16.97
407,18,1,21.82
408,33,2,11.79
408,5,3,14.12
408,5,1,14.12
408,31,2,19.39
409,7,1,7.85
409,15,2,15.14
410,24,1,24.77
410,26,1,21.08
411,6,3,7.37
412,20,2,11.14
412,38,3,24.91
412,15,3,15.14
412,34,3,14.21
413,3,2,4.91
414,11,3,5.04
415,17,2,17.55
415,21,1,18.44
415,21,1,18.44
415,36,2,20.43
416,40,3,18.0
416,21,2,18.44
416,40,3,18.0
417,28,2,22.28
417,30,3,6.14
418,33,3,11.79
418,17,1,17.55
418,33,3,11.79
418,1,1,19.31
419,23,1,6.59
420,9,1,18.36
421,30,1,6.14
421,8,1,20.81
421,20,2,11.14
421,20,1,11.14
422,38,3,24.91
422,24,3,24.77
422,6,1,7.37
423,26,3,21.08
423,34,3,14.21
424,21,3,18.44
424,25,1,18.06
425,30,2,6.14
426,22,3,16.97
427,30,2,6.14
427,21,2,18.44
427,1,1,19.31
428,21,1,18.44
428,11,2,5.04
428,7,3,7.85
429,34,3,14.21
429,19,3,9.12
429,35,2,21.94
430,21,2,18.44
430,6,3,7.37
430,22,2,16.97
431,24,2,24.77
431,37,2,4.4
432,1,2,19.31
432,15,1,15.14
433,39,2,24.36
433,26,2,21.08
433,38,1,24.91
433,17,3,17.55
434,21,3,18.44
434,10,1,6.42
434,22,1,16.97
434,25,3,18.06
435,14,1,5.75
435,23,1,6.59
435,18,1,21.82
436,13,2,20.76
437,19,2,9.12
437,16,1,15.7
437,23,3,6.59
438,6,1,7.37
438,35,3,21.94
438,32,3,19.43
438,27,2,8.89
439,27,2,8.89
439,12,3,21.64
439,27,2,8.89
440,3,2,4.91
440,19,3,9.12
441,19,1,9.12
441,30,3,6.14
441,4,2,3.66
442,38,1,24.91
443,10,2,6.42
443,1,2,19.31
443,36,2,20.43
444,4,3,3.66
444,23,3,6.59
444,21,2,18.44
445,26,2,21.08
445,3,2,4.91
446,22,3,16.97
446,11,2,5.04
446,15,2,15.14
446,10,3,6.42
447,40,1,18.0
448,20,2,11.14
448,9,2,18.36
448,10,2,6.42
448,13,3,20.76
449,8,2,20.81
450,11,1,5.04
450,12,3,21.64
451,22,3,16.97
451,15,3,15.14
452,10,2,6.42
452,15,2,15.14
452,22,3,16.97
453,1,3,19.31
454,19,1,9.12
454,3,3,4.91
455,2,3,6.07
455,33,3,11.79
456,2,1,6.07
456,8,1,20.81
457,12,1,21.64
457,39,3,24.36
458,8,3,20.81
458,22,1,16.97
458,6,1,7.37
458,10,1,6.42
459,26,1,21.08
459,4,2,3.66
460,36,1,20.43
460,5,1,14.12
460,14,3,5.75
460,20,1,11.14
461,12,3,21.64
461,18,1,21.82
461,24,3,24.77
461,11,3,5.04
462,39,1,24.36
463,16,1,15.7
463,18,1,21.82
464,21,2,18.44
465,26,1,21.08
465,20,3,11.14
465,1,1,19.31
465,14,3,5.75
466,11,1,5.04
466,20,3,11.14
467,14,1,5.75
467,33,3,11.79
467,38,3,24.91
467,30,2,6.14
468,31,3,19.39
468,1,1,19.31
468,5,3,14.12
469,32,3,19.43
469,23,2,6.59
470,7,1,7.85
471,40,3,18.0
472,16,1,15.7
472,8,2,20.81
472,38,1,24.91
473,27,1,8.89
473,39,2,24.36
473,8,3,20.81
473,9,1,18.36
474,1,3,19.31
475,14,3,5.75
475,17,1,17.55
476,22,3,16.97
476,29,3,17.42
477,6,3,7.37
477,29,2,17.42
477,11,3,5.04
478,37,3,4.4
478,38,1,24.91
478,22,3,16.97
479,21,2,18.44
479,7,2,7.85
479,33,3,11.79
480,39,2,24.36
480,25,3,18.06
481,4,3,3.66
482,10,2,6.42
483,31,1,19.39
483,20,1,11.14
484,2,1,6.07
484,24,2,24.77
485,29,2,17.42
485,37,1,4.4
485,40,2,18.0
486,30,1,6.14
486,27,3,8.89
486,24,3,24.77
487,3,2,4.91
487,16,2,15.7
487,33,1,11.79
488,25,2,18.06
489,14,2,5.75
489,37,2,4.4
489,3,1,4.91
489,23,1,6.59
490,21,1,18.44
490,32,2,19.43
490,40,3,18.0
491,37,2,4.4
491,7,3,7.85
491,36,3,20.43
491,40,1,18.0
492,37,2,4.4
492,38,2,24.91
492,39,1,24.36
492,18,2,21.82
493,31,3,19.39
493,10,2,6.42
493,10,3,6.42
494,8,1,20.81
494,29,3,17.42
494,17,1,17.55
495,1,2,19.31
496,1,1,19.31
496,35,3,21.94
496,7,3,7.85
497,32,3,19.43
497,25,3,18.06
498,15,2,15.14
499,35,1,21.94
499,29,2,17.42
499,3,3,4.91
500,15,1,15.14
501,25,2,18.06
502,32,3,19.43
502,11,3,5.04
502,1,1,19.31
502,17,1,17.55
503,15,2,15.14
504,36,1,20.43
504,17,3,17.55
504,29,2,17.42
505,2,1,6.07
505,37,2,4.4
506,6,2,7.37
506,38,1,24.91
507,32,2,19.43
507,24,3,24.77
507,14,1,5.75
508,38,2,24.91
508,9,3,18.36
509,35,2,21.94
509,11,1,5.04
510,12,2,21.64
510,12,2,21.64
510,13,2,20.76
511,22,1,16.97
511,30,1,6.14
512,37,2,4.4
513,24,1,24.77
513,36,1,20.43
514,33,1,11.79
514,8,1,20.81
515,14,2,5.75
515,23,3,6.59
515,26,3,21.08
516,22,2,16.97
517,5,3,14.12
517,32,1,19.43
517,20,3,11.14
517,13,2,20.76
518,13,1,20.76
518,15,2,15.14
518,33,2,11.79
518,13,3,20.76
519,5,3,14.12
520,25,2,18.06
520,33,2,11.79
521,36,2,20.43
522,30,1,6.14
523,19,2,9.12
523,9,3,18.36
524,21,1,18.44
524,24,1,24.77
525,13,3,20.76
525,9,1,18.36
525,38,1,24.91
526,34,2,14.21
526,17,3,17.55
526,37,1,4.4
526,30,3,6.14
527,31,3,19.39
527,25,3,18.06
527,8,3,20.81
528,33,3,11.79
528,36,3,20.43
528,20,3,11.14
529,24,1,24.77
529,14,1,5.75
529,4,2,3.66
530,12,2,21.64
531,16,3,15.7
531,11,1,5.04
531,11,3,5.04
531,5,1,14.12
532,18,3,21.82
532,36,3,20.43
532,35,3,21.94
532,9,2,18.36
533,28,1,22.28
533,32,2,19.43
533,20,2,11.14
533,34,3,14.21
534,19,3,9.12
535,11,3,5.04
536,19,1,9.12
537,27,3,8.89
537,20,3,11.14
538,19,3,9.12
538,20,1,11.14
538,40,2,18.0
539,36,3,20.43
539,20,2,11.14
540,14,2,5.75
540,23,2,6.59
541,9,1,18.36
541,22,3,16.97
542,21,1,18.44
542,31,1,19.39
542,35,3,21.94
542,22,3,16.97
543,4,2,3.66
544,21,3,18.44
544,36,2,20.43
545,10,1,6.42
545,27,1,8.89
546,25,2,18.06
546,7,2,7.85
546,36,1,20.43
547,19,1,9.12
547,9,1,18.36
547,27,1,8.89
547,23,3,6.59
548,12,2,21.64
548,16,1,15.7
548,32,1,19.43
548,20,2,11.14
549,2,3,6.07
549,17,1,17.55
550,34,1,14.21
550,35,2,21.94
550,8,1,20.81
550,35,3,21.94
551,33,3,11.79
551,23,3,6.59
552,23,3,6.59
553,21,2,18.44
553,1,3,19.31
553,11,2,5.04
554,13,1,20.76
554,19,1,9.12
554,8,2,20.81
555,35,3,21.94
555,7,1,7.85
556,39,1,24.36
556,35,2,21.94
556,28,3,22.28
556,13,1,20.76
557,10,3,6.42
557,6,1,7.37
557,15,3,15.14
557,38,2,24.91
558,1,1,19.31
558,9,1,18.36
558,4,3,3.66
559,13,3,20.76
559,15,3,15.14
560,22,3,16.97
561,38,3,24.91
561,33,1,11.79
561,15,2,15.14
562,14,2,5.75
562,25,2,18.06
562,35,2,21.94
563,36,1,20.43
563,37,3,4.4
563,6,2,7.37
564,22,2,16.97
565,11,1,5.04
565,1,3,19.31
565,40,2,18.0
566,27,3,8.89
566,11,3,5.04
567,35,3,21.94
567,36,1,20.43
568,22,1,16.97
568,20,1,11.14
568,19,1,9.12
569,2,2,6.07
569,33,3,11.79
570,39,2,24.36
570,22,3,16.97
570,1,2,19.31
570,39,3,24.36
571,30,2,6.14
571,38,2,24.91
571,7,1,7.85
572,29,2,17.42
572,28,1,22.28
